area_name,fips,state,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent,private_studio_rent,private_one_bed_rent,private_two_bed_rent,private_three_bed_rent,private_four_bed_rent
"Daviess County, IN",1802799999,18.0,645,649,854,1073,1147,709.5000000000001,746.3499999999999,1007.7199999999999,1287.6,1399.34
"Decatur County, IN",1803199999,18.0,671,732,963,1172,1294,738.1,841.8,1136.34,1406.3999999999999,1578.68
"DeKalb County, IN",1803399999,18.0,576,628,826,1005,1120,633.6,722.1999999999999,974.68,1206.0,1366.3999999999999
"Dubois County, IN",1803799999,18.0,576,628,826,1094,1407,633.6,722.1999999999999,974.68,1312.8,1716.54
"Fayette County, IN",1804199999,18.0,558,634,835,1016,1122,613.8000000000001,729.0999999999999,985.3,1219.2,1368.84
"Fountain County, IN",1804599999,18.0,576,645,826,1025,1242,633.6,741.7499999999999,974.68,1230.0,1515.24
"Franklin County, IN",1804799999,18.0,623,707,930,1261,1402,685.3000000000001,813.05,1097.3999999999999,1513.2,1710.44
"Fulton County, IN",1804999999,18.0,580,639,832,1013,1118,638.0,734.8499999999999,981.76,1215.6,1363.96
"Gibson County, IN",1805199999,18.0,690,694,826,1105,1110,759.0000000000001,798.0999999999999,974.68,1326.0,1354.2
"Grant County, IN",1805399999,18.0,592,658,826,1068,1251,651.2,756.6999999999999,974.68,1281.6,1526.22
"Greene County, IN",1805599999,18.0,584,632,826,1132,1231,642.4000000000001,726.8,974.68,1358.3999999999999,1501.82
"Henry County, IN",1806599999,18.0,648,652,826,1071,1128,712.8000000000001,749.8,974.68,1285.2,1376.16
"Huntington County, IN",1806999999,18.0,558,666,826,1049,1269,613.8000000000001,765.9,974.68,1258.8,1548.18
"Jackson County, IN",1807199999,18.0,714,723,952,1159,1279,785.4000000000001,831.4499999999999,1123.36,1390.8,1560.3799999999999
"Jasper County, IN HUD Metro FMR Area",1807399999,18.0,737,741,976,1256,1311,810.7,852.15,1151.6799999999998,1507.2,1599.42
"Jay County, IN",1807599999,18.0,576,628,826,1042,1110,633.6,722.1999999999999,974.68,1250.3999999999999,1354.2
"Jefferson County, IN",1807799999,18.0,696,701,844,1119,1438,765.6,806.15,995.92,1342.8,1754.36
"Jennings County, IN",1807999999,18.0,631,635,836,1152,1394,694.1,730.25,986.4799999999999,1382.3999999999999,1700.68
"Knox County, IN",1808399999,18.0,592,645,849,1033,1141,651.2,741.7499999999999,1001.8199999999999,1239.6,1392.02
"Kosciusko County, IN",1808599999,18.0,623,763,893,1107,1255,685.3000000000001,877.4499999999999,1053.74,1328.3999999999999,1531.1
"LaGrange County, IN",1808799999,18.0,578,630,829,1143,1150,635.8000000000001,724.5,978.2199999999999,1371.6,1403.0
"Lawrence County, IN",1809399999,18.0,572,650,856,1042,1424,629.2,747.4999999999999,1010.0799999999999,1250.3999999999999,1737.28
"Marshall County, IN",1809999999,18.0,578,673,829,1127,1343,635.8000000000001,773.9499999999999,978.2199999999999,1352.3999999999999,1638.46
"Martin County, IN",1810199999,18.0,576,628,826,1005,1407,633.6,722.1999999999999,974.68,1206.0,1716.54
"Miami County, IN",1810399999,18.0,576,669,826,1092,1360,633.6,769.3499999999999,974.68,1310.3999999999999,1659.2
"Montgomery County, IN",1810799999,18.0,591,661,847,1155,1296,650.1,760.15,999.4599999999999,1386.0,1581.12
"Noble County, IN",1811399999,18.0,573,651,857,1056,1267,630.3000000000001,748.65,1011.26,1267.2,1545.74
"Orange County, IN",1811799999,18.0,576,628,826,1174,1295,633.6,722.1999999999999,974.68,1408.8,1579.8999999999999
"Owen County, IN HUD Metro FMR Area",1811999999,18.0,644,671,876,1205,1492,708.4000000000001,771.65,1033.6799999999998,1446.0,1820.24
"Parke County, IN",1812199999,18.0,641,660,869,1079,1167,705.1,758.9999999999999,1025.4199999999998,1294.8,1423.74
"Perry County, IN",1812399999,18.0,576,642,826,1048,1407,633.6,738.3,974.68,1257.6,1716.54
"Pike County, IN",1812599999,18.0,576,731,826,1140,1144,633.6,840.65,974.68,1368.0,1395.68
"Pulaski County, IN",1813199999,18.0,576,731,826,1047,1407,633.6,840.65,974.68,1256.3999999999999,1716.54
"Putnam County, IN HUD Metro FMR Area",1813399999,18.0,663,692,901,1242,1409,729.3000000000001,795.8,1063.1799999999998,1490.3999999999999,1718.98
"Randolph County, IN",1813599999,18.0,576,628,826,1099,1110,633.6,722.1999999999999,974.68,1318.8,1354.2
"Ripley County, IN",1813799999,18.0,583,642,845,1139,1247,641.3000000000001,738.3,997.0999999999999,1366.8,1521.34
"Rush County, IN",1813999999,18.0,561,637,839,1021,1127,617.1,732.55,990.02,1225.2,1374.94
"Scott County, IN HUD Metro FMR Area",1814399999,18.0,659,718,945,1150,1269,724.9000000000001,825.6999999999999,1115.1,1380.0,1548.18
"Spencer County, IN",1814799999,18.0,552,628,826,1098,1358,607.2,722.1999999999999,974.68,1317.6,1656.76
"Starke County, IN",1814999999,18.0,576,642,826,1042,1110,633.6,738.3,974.68,1250.3999999999999,1354.2
"Steuben County, IN",1815199999,18.0,661,708,920,1120,1236,727.1,814.1999999999999,1085.6,1344.0,1507.92
"Sullivan County, IN HUD Metro FMR Area",1815399999,18.0,556,631,831,1011,1200,611.6,725.65,980.5799999999999,1213.2,1464.0
"Switzerland County, IN",1815599999,18.0,576,628,826,1174,1334,633.6,722.1999999999999,974.68,1408.8,1627.48
"Tipton County, IN",1815999999,18.0,645,703,925,1126,1272,709.5000000000001,808.4499999999999,1091.5,1351.2,1551.84
"Union County, IN HUD Metro FMR Area",1816199999,18.0,609,699,909,1213,1401,669.9000000000001,803.8499999999999,1072.62,1455.6,1709.22
"Wabash County, IN",1816999999,18.0,591,643,847,1031,1138,650.1,739.4499999999999,999.4599999999999,1237.2,1388.36
"Warren County, IN",1817199999,18.0,656,671,883,1249,1504,721.6,771.65,1041.94,1498.8,1834.8799999999999
"Washington County, IN HUD Metro FMR Area",1817599999,18.0,625,644,848,1130,1139,687.5,740.5999999999999,1000.64,1356.0,1389.58
"Wayne County, IN",1817799999,18.0,558,637,835,1036,1137,613.8000000000001,732.55,985.3,1243.2,1387.1399999999999
"White County, IN",1818199999,18.0,600,654,861,1088,1157,660.0,752.0999999999999,1015.9799999999999,1305.6,1411.54
"Adair County, IA",1900199999,19.0,581,604,795,1071,1075,639.1,694.5999999999999,938.0999999999999,1285.2,1311.5
"Adams County, IA",1900399999,19.0,639,665,875,1065,1175,702.9000000000001,764.7499999999999,1032.5,1278.0,1433.5
"Allamakee County, IA",1900599999,19.0,581,604,795,1024,1109,639.1,694.5999999999999,938.0999999999999,1228.8,1352.98
"Appanoose County, IA",1900799999,19.0,581,604,795,969,1186,639.1,694.5999999999999,938.0999999999999,1162.8,1446.92
"Audubon County, IA",1900999999,19.0,581,604,795,968,1068,639.1,694.5999999999999,938.0999999999999,1161.6,1302.96
"Benton County, IA HUD Metro FMR Area",1901199999,19.0,600,604,795,1073,1128,660.0,694.5999999999999,938.0999999999999,1287.6,1376.16
"Boone County, IA",1901599999,19.0,602,671,883,1246,1379,662.2,771.65,1041.94,1495.2,1682.3799999999999
"Bremer County, IA HUD Metro FMR Area",1901799999,19.0,627,652,858,1076,1153,689.7,749.8,1012.4399999999999,1291.2,1406.66
"Buchanan County, IA",1901999999,19.0,643,647,852,1058,1145,707.3000000000001,744.05,1005.3599999999999,1269.6,1396.8999999999999
"Buena Vista County, IA",1902199999,19.0,595,628,814,1083,1107,654.5,722.1999999999999,960.52,1299.6,1350.54
"Butler County, IA",1902399999,19.0,581,604,795,1058,1227,639.1,694.5999999999999,938.0999999999999,1269.6,1496.94
"Calhoun County, IA",1902599999,19.0,581,647,795,984,1068,639.1,744.05,938.0999999999999,1180.8,1302.96
"Carroll County, IA",1902799999,19.0,551,604,795,1064,1068,606.1,694.5999999999999,938.0999999999999,1276.8,1302.96
"Cass County, IA",1902999999,19.0,581,674,795,1033,1189,639.1,775.0999999999999,938.0999999999999,1239.6,1450.58
"Cedar County, IA",1903199999,19.0,630,655,862,1079,1158,693.0,753.2499999999999,1017.16,1294.8,1412.76
"Cerro Gordo County, IA",1903399999,19.0,610,634,835,1080,1262,671.0,729.0999999999999,985.3,1296.0,1539.6399999999999
"Cherokee County, IA",1903599999,19.0,581,704,795,1130,1354,639.1,809.5999999999999,938.0999999999999,1356.0,1651.8799999999999
"Chickasaw County, IA",1903799999,19.0,624,627,795,1130,1240,686.4000000000001,721.05,938.0999999999999,1356.0,1512.8
"Clarke County, IA",1903999999,19.0,636,661,870,1113,1169,699.6,760.15,1026.6,1335.6,1426.18
"Clay County, IA",1904199999,19.0,542,657,811,1100,1154,596.2,755.55,956.9799999999999,1320.0,1407.8799999999999
"Clayton County, IA",1904399999,19.0,532,604,795,992,1068,585.2,694.5999999999999,938.0999999999999,1190.3999999999999,1302.96
"Clinton County, IA",1904599999,19.0,603,634,835,1031,1122,663.3000000000001,729.0999999999999,985.3,1237.2,1368.84
"Crawford County, IA",1904799999,19.0,581,675,795,1025,1205,639.1,776.2499999999999,938.0999999999999,1230.0,1470.1
"Davis County, IA",1905199999,19.0,581,691,795,994,1069,639.1,794.65,938.0999999999999,1192.8,1304.18
"Decatur County, IA",1905399999,19.0,532,604,795,968,1354,585.2,694.5999999999999,938.0999999999999,1161.6,1651.8799999999999
"Delaware County, IA",1905599999,19.0,581,644,795,1020,1096,639.1,740.5999999999999,938.0999999999999,1224.0,1337.12
"Des Moines County, IA",1905799999,19.0,642,729,960,1176,1290,706.2,838.3499999999999,1132.8,1411.2,1573.8
"Dickinson County, IA",1905999999,19.0,693,721,949,1160,1275,762.3000000000001,829.15,1119.82,1392.0,1555.5
"Emmet County, IA",1906399999,19.0,581,612,795,1064,1068,639.1,703.8,938.0999999999999,1276.8,1302.96
"Fayette County, IA",1906599999,19.0,532,604,795,973,1278,585.2,694.5999999999999,938.0999999999999,1167.6,1559.1599999999999
"Floyd County, IA",1906799999,19.0,625,629,795,1064,1068,687.5,723.3499999999999,938.0999999999999,1276.8,1302.96
"Franklin County, IA",1906999999,19.0,581,604,795,1092,1109,639.1,694.5999999999999,938.0999999999999,1310.3999999999999,1352.98
"Fremont County, IA",1907199999,19.0,581,604,795,1056,1201,639.1,694.5999999999999,938.0999999999999,1267.2,1465.22
"Greene County, IA",1907399999,19.0,581,604,795,1130,1221,639.1,694.5999999999999,938.0999999999999,1356.0,1489.62
"Hamilton County, IA",1907999999,19.0,642,668,879,1070,1181,706.2,768.1999999999999,1037.22,1284.0,1440.82
"Hancock County, IA",1908199999,19.0,581,645,795,1096,1354,639.1,741.7499999999999,938.0999999999999,1315.2,1651.8799999999999
"Hardin County, IA",1908399999,19.0,581,604,795,1057,1130,639.1,694.5999999999999,938.0999999999999,1268.3999999999999,1378.6
"Henry County, IA",1908799999,19.0,601,654,822,1103,1107,661.1,752.0999999999999,969.9599999999999,1323.6,1350.54
"Howard County, IA",1908999999,19.0,581,704,795,1045,1117,639.1,809.5999999999999,938.0999999999999,1254.0,1362.74
"Humboldt County, IA",1909199999,19.0,581,651,795,1130,1138,639.1,748.65,938.0999999999999,1356.0,1388.36
"Ida County, IA",1909399999,19.0,581,604,795,968,1068,639.1,694.5999999999999,938.0999999999999,1161.6,1302.96
"Iowa County, IA",1909599999,19.0,581,678,795,1130,1354,639.1,779.6999999999999,938.0999999999999,1356.0,1651.8799999999999
"Jackson County, IA",1909799999,19.0,581,604,795,1092,1173,639.1,694.5999999999999,938.0999999999999,1310.3999999999999,1431.06
"Jasper County, IA",1909999999,19.0,616,634,835,1158,1238,677.6,729.0999999999999,985.3,1389.6,1510.36
"Jefferson County, IA",1910199999,19.0,646,650,856,1170,1299,710.6,747.4999999999999,1010.0799999999999,1404.0,1584.78
"Jones County, IA HUD Metro FMR Area",1910599999,19.0,532,604,795,1064,1068,585.2,694.5999999999999,938.0999999999999,1276.8,1302.96
"Keokuk County, IA",1910799999,19.0,582,631,796,992,1069,640.2,725.65,939.28,1190.3999999999999,1304.18
"Kossuth County, IA",1910999999,19.0,641,641,795,976,1068,705.1,737.15,938.0999999999999,1171.2,1302.96
"Lee County, IA",1911199999,19.0,554,641,828,1119,1188,609.4000000000001,737.15,977.04,1342.8,1449.36
"Louisa County, IA",1911599999,19.0,532,645,795,1028,1068,585.2,741.7499999999999,938.0999999999999,1233.6,1302.96
"Lucas County, IA",1911799999,19.0,690,717,944,1149,1268,759.0000000000001,824.55,1113.9199999999998,1378.8,1546.96
"Lyon County, IA",1911999999,19.0,581,702,795,968,1312,639.1,807.3,938.0999999999999,1161.6,1600.6399999999999
"Mahaska County, IA",1912399999,19.0,629,642,798,971,1072,691.9000000000001,738.3,941.64,1165.2,1307.84
"Marion County, IA",1912599999,19.0,571,665,854,1039,1147,628.1,764.7499999999999,1007.7199999999999,1246.8,1399.34
"Marshall County, IA",1912799999,19.0,639,652,844,1114,1134,702.9000000000001,749.8,995.92,1336.8,1383.48
"Mitchell County, IA",1913199999,19.0,581,604,795,968,1068,639.1,694.5999999999999,938.0999999999999,1161.6,1302.96
"Monona County, IA",1913399999,19.0,600,604,795,968,1280,660.0,694.5999999999999,938.0999999999999,1161.6,1561.6
"Monroe County, IA",1913599999,19.0,604,628,827,1007,1112,664.4000000000001,722.1999999999999,975.8599999999999,1208.3999999999999,1356.6399999999999
"Montgomery County, IA",1913799999,19.0,581,604,795,968,1094,639.1,694.5999999999999,938.0999999999999,1161.6,1334.68
"Muscatine County, IA",1913999999,19.0,680,707,931,1175,1382,748.0000000000001,813.05,1098.58,1410.0,1686.04
"O'Brien County, IA",1914199999,19.0,581,616,795,1110,1114,639.1,708.4,938.0999999999999,1332.0,1359.08
"Osceola County, IA",1914399999,19.0,581,625,795,998,1068,639.1,718.75,938.0999999999999,1197.6,1302.96
"Page County, IA",1914599999,19.0,581,610,795,1007,1255,639.1,701.5,938.0999999999999,1208.3999999999999,1531.1
"Palo Alto County, IA",1914799999,19.0,581,604,795,973,1072,639.1,694.5999999999999,938.0999999999999,1167.6,1307.84
"Plymouth County, IA HUD Metro FMR Area",1914999999,19.0,597,652,795,1116,1120,656.7,749.8,938.0999999999999,1339.2,1366.3999999999999
"Pocahontas County, IA",1915199999,19.0,581,604,795,968,1068,639.1,694.5999999999999,938.0999999999999,1161.6,1302.96
"Poweshiek County, IA",1915799999,19.0,616,729,843,1128,1132,677.6,838.3499999999999,994.7399999999999,1353.6,1381.04
"Ringgold County, IA",1915999999,19.0,581,633,795,1064,1068,639.1,727.9499999999999,938.0999999999999,1276.8,1302.96
"Sac County, IA",1916199999,19.0,581,626,795,1130,1139,639.1,719.9,938.0999999999999,1356.0,1389.58
"Shelby County, IA",1916599999,19.0,581,676,795,1130,1304,639.1,777.4,938.0999999999999,1356.0,1590.8799999999999
"Sioux County, IA",1916799999,19.0,591,642,809,1083,1087,650.1,738.3,954.62,1299.6,1326.1399999999999
"Tama County, IA",1917199999,19.0,552,628,826,1005,1295,607.2,722.1999999999999,974.68,1206.0,1579.8999999999999
"Taylor County, IA",1917399999,19.0,581,604,795,968,1100,639.1,694.5999999999999,938.0999999999999,1161.6,1342.0
"Union County, IA",1917599999,19.0,581,644,795,1082,1086,639.1,740.5999999999999,938.0999999999999,1298.3999999999999,1324.92
"Van Buren County, IA",1917799999,19.0,581,704,795,1074,1211,639.1,809.5999999999999,938.0999999999999,1288.8,1477.42
"Wapello County, IA",1917999999,19.0,647,672,885,1102,1368,711.7,772.8,1044.3,1322.3999999999999,1668.96
"Washington County, IA HUD Metro FMR Area",1918399999,19.0,591,672,884,1111,1277,650.1,772.8,1043.12,1333.2,1557.94
"Wayne County, IA",1918599999,19.0,581,604,795,968,1068,639.1,694.5999999999999,938.0999999999999,1161.6,1302.96
"Webster County, IA",1918799999,19.0,600,604,795,1116,1131,660.0,694.5999999999999,938.0999999999999,1339.2,1379.82
"Winnebago County, IA",1918999999,19.0,581,608,795,1059,1150,639.1,699.1999999999999,938.0999999999999,1270.8,1403.0
"Winneshiek County, IA",1919199999,19.0,581,604,795,1064,1068,639.1,694.5999999999999,938.0999999999999,1276.8,1302.96
"Worth County, IA",1919599999,19.0,581,640,795,1130,1354,639.1,736.0,938.0999999999999,1356.0,1651.8799999999999
"Wright County, IA",1919799999,19.0,581,604,795,968,1068,639.1,694.5999999999999,938.0999999999999,1161.6,1302.96
"Allen County, KS",2000199999,20.0,564,605,797,970,1071,620.4000000000001,695.75,940.4599999999999,1164.0,1306.62
"Anderson County, KS",2000399999,20.0,584,678,788,959,1276,642.4000000000001,779.6999999999999,929.8399999999999,1150.8,1556.72
"Atchison County, KS",2000599999,20.0,555,611,804,1092,1175,610.5,702.65,948.7199999999999,1310.3999999999999,1433.5
"Barber County, KS",2000799999,20.0,584,664,788,1034,1328,642.4000000000001,763.5999999999999,929.8399999999999,1240.8,1620.1599999999999
"Barton County, KS",2000999999,20.0,584,637,788,1120,1237,642.4000000000001,732.55,929.8399999999999,1344.0,1509.1399999999999
"Bourbon County, KS",2001199999,20.0,546,620,816,1035,1096,600.6,713.0,962.88,1242.0,1337.12
"Brown County, KS",2001399999,20.0,584,599,788,1043,1083,642.4000000000001,688.8499999999999,929.8399999999999,1251.6,1321.26
"Chase County, KS",2001799999,20.0,584,599,788,959,1117,642.4000000000001,688.8499999999999,929.8399999999999,1150.8,1362.74
"Chautauqua County, KS",2001999999,20.0,558,599,788,1056,1117,613.8000000000001,688.8499999999999,929.8399999999999,1267.2,1362.74
"Cherokee County, KS",2002199999,20.0,527,606,788,1028,1059,579.7,696.9,929.8399999999999,1233.6,1291.98
"Cheyenne County, KS",2002399999,20.0,584,696,788,985,1295,642.4000000000001,800.4,929.8399999999999,1182.0,1579.8999999999999
"Clark County, KS",2002599999,20.0,612,711,826,1005,1110,673.2,817.65,974.68,1206.0,1354.2
"Clay County, KS",2002799999,20.0,581,610,803,1141,1196,639.1,701.5,947.54,1369.2,1459.12
"Cloud County, KS",2002999999,20.0,584,599,788,959,1133,642.4000000000001,688.8499999999999,929.8399999999999,1150.8,1382.26
"Coffey County, KS",2003199999,20.0,578,662,788,1038,1183,635.8000000000001,761.3,929.8399999999999,1245.6,1443.26
"Comanche County, KS",2003399999,20.0,584,599,788,1010,1117,642.4000000000001,688.8499999999999,929.8399999999999,1212.0,1362.74
"Cowley County, KS",2003599999,20.0,527,599,788,1016,1152,579.7,688.8499999999999,929.8399999999999,1219.2,1405.44
"Crawford County, KS",2003799999,20.0,632,636,837,1171,1175,695.2,731.4,987.66,1405.2,1433.5
"Decatur County, KS",2003999999,20.0,584,618,788,1120,1342,642.4000000000001,710.6999999999999,929.8399999999999,1344.0,1637.24
"Dickinson County, KS",2004199999,20.0,587,602,792,1061,1122,645.7,692.3,934.56,1273.2,1368.84
"Edwards County, KS",2004799999,20.0,584,599,788,959,1117,642.4000000000001,688.8499999999999,929.8399999999999,1150.8,1362.74
"Elk County, KS",2004999999,20.0,584,624,788,1092,1117,642.4000000000001,717.5999999999999,929.8399999999999,1310.3999999999999,1362.74
"Ellis County, KS",2005199999,20.0,625,641,844,1148,1438,687.5,737.15,995.92,1377.6,1754.36
"Ellsworth County, KS",2005399999,20.0,584,600,788,1055,1059,642.4000000000001,690.0,929.8399999999999,1266.0,1291.98
"Finney County, KS",2005599999,20.0,688,706,929,1223,1424,756.8000000000001,811.9,1096.22,1467.6,1737.28
"Ford County, KS",2005799999,20.0,652,672,880,1109,1182,717.2,772.8,1038.3999999999999,1330.8,1442.04
"Franklin County, KS",2005999999,20.0,691,695,915,1128,1298,760.1,799.2499999999999,1079.7,1353.6,1583.56
"Geary County, KS",2006199999,20.0,672,676,890,1265,1513,739.2,777.4,1050.2,1518.0,1845.86
"Gove County, KS",2006399999,20.0,584,685,788,959,1059,642.4000000000001,787.7499999999999,929.8399999999999,1150.8,1291.98
"Graham County, KS",2006599999,20.0,584,599,788,1052,1117,642.4000000000001,688.8499999999999,929.8399999999999,1262.3999999999999,1362.74
"Grant County, KS",2006799999,20.0,584,599,788,1067,1117,642.4000000000001,688.8499999999999,929.8399999999999,1280.3999999999999,1362.74
"Gray County, KS",2006999999,20.0,584,659,788,973,1059,642.4000000000001,757.8499999999999,929.8399999999999,1167.6,1291.98
